diff,top_level_label
-     print(cost),call
"-     L[a-1][b-1]=1
+     L[a-1][b-1]+=1
-     L[b-1][a-1]=1
+     L[b-1][a-1]+=1",assignment
"- a, b = map(int, input())
+ a, b = map(int, input().split())",call
"- print((lambda n: sum(sorted(map(int, input().split()), reverse=True)[1:n+1]))(int(input())))
+ print((lambda n: sum(sorted(map(int, input().split()), reverse=True)[1::2][:n]))(int(input())))",expression
"- 
+  
- for i in range(n):
+ for i in range(1, n + 1):
- 
+  ",call
"- if A+B >= 2*K:
+ if B-A+1 > 2*K:",control_flow
"-                 L[k] += a[j][k]
+                 L[k] += a[j][k+1]",expression
-     print(alist),call
"-     ans=x+y-1
+     ans=x+y",expression
"+ 
- for i in range(100):
+ for i in range(1, 100):
-     for j in range(100):
+     for j in range(2, 100):",call
"+     #print(s[i],s[i]in""ACGT"")
-         ans+=1        
+         ans+=1
-         
- #print(l)
+ l.append(ans)",call
"- print(min(num_0,num_1))
+ print(2*min(num_0,num_1))",expression
"-     for j in range(p+1,r):
+     for j in range(p,r):",expression
"- if a == 'AAA' or 'BBB':
+ if a in ('AAA','BBB'):",control_flow
"-   print(c)
+   print(c+""..."")",expression
"- if (b-a)<=k*2:
+ if (b-a)<=k*2-1:",control_flow
+     break,control_flow
"- else:
+ elif x % 11 > 0:",control_flow
"-     ans += a_list[i]-m
+     ans += min-a_list[i]
-              ",expression
"- n=int(input().split())
+ n=int(input())",call
"- print(a*b*c*+a*b*d+a*b*e+a*c*d+a*c*e+a*d*e+b*c*d+b*c*e+b*d*e+c*d*e)
+ print(a*b*c+a*b*d+a*b*e+a*c*d+a*c*e+a*d*e+b*c*d+b*c*e+b*d*e+c*d*e)",call
-     print(dataset),call
"-     ans = [str(uf.size(i) - len(omits[i])) - 1 for i in range(1, n + 1)]
+     ans = [str(uf.size(i) - len(omits[i]) - 1) for i in range(1, n + 1)]
-     
+ ",call
+ ans.append(ll),call
"- N,K=map(int,input())
+ N,K=map(int,input().split())",call
"- int(input())
+ n = int(input())
- ",assignment
"- if N % 2:
+ if N % 2 == 0:
-     ",control_flow
"- s=input
+ s=input()
- print(z-a)
+ print(z-a+1)",call
"-     print(s, t)",call
"- print(len(1 for x in map(int,sys.stdin)if 2 in[x,pow(2,x,x)]))
+ print(len([1 for x in map(int,sys.stdin)if 2 in[x,pow(2,x,x)]]))",call
- print(aH),call
"- s[k] = s[k].lower()
+ s[k-1] = s[k-1].lower()",assignment
"- for i in range(1, 1000):
+ for i in range(1000):",call
"-     ans = d * a + a + (a - c)
+     ans = d * a + a",expression
"+ 
+ #print(a_true)
+ #exit()
+         #print(i,j)
+     bingo = True
+     bingo = True",assignment
"- for i in range(101):
+ for i in range(1, 101):
-   for j in range(101):
+   for j in range(1, 101):
-     for k in range(101):
+     for k in range(1, 101):",call
"-     _lcm = lcm(_lcm, a)
+     # _lcm = lcm(_lcm, a)
+     _lcm = _lcm * a // gcd(_lcm, a)",assignment
"-   print(B)
+   print(A-2*B)",expression
"- for _ in range(N):
+ for i in range(N):
- if K <= N:
+ if K < i:",identifier
"-                     print(month, day)",call
"- #print(ans)
+ print(ans)",call
"-   if i!='R' or i!='U' or i!='D':
+   if i!='R' and i!='U' and i!='D':
-   if j!='L' or j!='U' or j!='D':
+   if j!='L' and j!='U' and j!='D':",control_flow
"-     C.append([c, d])
+     B.append([c, d])",identifier
-     print(answer),call
"- letters[K] = letters[K].lower()
+ letters[K-1] = letters[K-1].lower()",assignment
"- elif a+b<k<=a+c:
+ elif a+b<k<=a+b+c:",control_flow
"-             #quit()
+             quit()
-             #quit()
+             quit()",call
"-     print(words)
+ ",call
"+ # 簡単なアルゴリズムなのだが、下の # で躓きその違いは？
+ 
- #print(l)
+         if l[i][-1] != l[i+1][0]: # if list(l[i])[-1] != list(l[i+1][0]): との違いが？
-         #print(i)
-         #print(list(l[i])[-1])
-         #print(list(l[i+1])[0])
-         if l[i][-1] != l[i+1][0]:
-         #else:
+         else:
+             continue
+     else:
-             #print('Noo')
-             #break
-      
-     print('Yes')
+         print('Yes')",control_flow
"- a, b = input()
+ a, b = input().split()",call
"- print(a*b-c-d+c*d)
+ print(a*b-c*b-d*a+c*d)",expression
"-   thousands = int(N)
+   thousands = int(N / 1000)
-  
+ ",assignment
"- ans = int(n/2*(n-1))
+ ans = int(n*(n-1)//2)",expression
"-   used.append(pos)
+   used.add(pos)",identifier
- print(j),call
"- x,y=map(int, input())
+ x,y=map(int, input().split())",call
"-                 d.appendleft(j)
+                 d.append(j)",identifier
"-         ret = ret[sft:sft+13]
+         ret = ret[13-sft:26-sft]",expression
"- if (a**100+b*10+c) % 4 == 0:
+ if (a*100+b*10+c) % 4 == 0:",control_flow
"- print(s[:k-1]+s[k-1].lower+s[k:])
+ print(s[:k-1]+s[k-1].lower()+s[k:])",call
"- if opt[0] == o:
+ if opt[0] == 'o':
- if opt[1] == o:
+ if opt[1] == 'o':
- if opt[2] == o:
+ if opt[2] == 'o':",control_flow
"- 
+  
- SL[K] = SL[K].lower()
+ SL[K - 1] = SL[K - 1].lower()",assignment
"- print(dp)
+ #print(dp)",call
"-   print(t)
+  ",call
"-     l[int(input())] += 1
+     l[int(input())-1] += 1",expression
"- while len(b_list) >= 1 or H >= 1:
+ while len(b_list) >= 1 and H >= 1:",control_flow
-     print(x),call
"- if n==1 or m==1 and n!=m:
+ if (n==1 or m==1) and n!=m:",control_flow
"- print(b-a+1)
+ print(max(b-a+1,0))",call
"-     print(a - (1 + x) * x // 2)
+     print((1 + x) * x // 2 - a)",expression
"- if a + b > 24:
+ if (a + b) >= 24:",control_flow
"- if 9 in input():
+ if ""9"" in input():",control_flow
"- print(N)
+ ",call
"- if ((abs(a-c)<=d) | (abs(a-b)<=d & abs(b-c)<=d)):
+ if ((abs(a-c)<=d) | ((abs(a-b)<=d) & (abs(b-c)<=d))):",control_flow
"- 
- 
- 
+  
+  
+  
- 
+  
- 
+  
- 
+  
- 
- 
+  
+  
- 
+  
- 
+  
- 
+  
-         print(matarr)
- 
+  
- 
+  
- 
- 
- 
+  
+  
+  
- 
+  
- 
+  
- 
- 
+  
+  ",call
"- for i in range(N):
+ for i in range(1,N+1):",call
"- for i in range(n):
+ for i in range(1,n+1):",call
"-   elif x==n:N=min(N,(y-p)*5)
+   elif x==n:N=min(N,y-p)",call
"+   if a<=m:
-   lists[a-1].append(b)
+   	lists[a-1].append(b)",control_flow
+ money = 100,assignment
- print(alist),call
-     print(result),call
"- print(chain_hajime)
+ #print(chain_hajime)",call
"-         if((c1 > 0) and (c2 > 0) and (c3 > 0) or (c1 < 0) and (c2 < 0) and (c3 < 0)): print(YES)
+         if((c1 > 0) and (c2 > 0) and (c3 > 0) or (c1 < 0) and (c2 < 0) and (c3 < 0)): print(""YES"")
-         else: print(NO)
+         else: print(""NO"")",call
"- print(dp)
+ # print(dp)",call
"- print(len(set([input().split()])))
+ print(len(set(list(input().split()))))",call
"- a,b,c=map(int,input())
+ a,b,c=map(int,input().split())",call
- print(c),call
+ res = y,assignment
"- 	for i in range(int((n+1)/2)):
+ 	for i in range(1, int((n+1)/2)):",call
"+       isDown = True
+       isUp = True",assignment
"- if c>(a-1):
+ if c>a:",control_flow
"- print(now)
+ print(now//2)",expression
"- 	for i in range(w):
+ 	for j in range(w):
- 				print()
+ 		print()",identifier
"- kai.reverse
+ kai.reverse()
- kai2.reverse
+ kai2.reverse()
- kai3.reverse
+ kai3.reverse()
-   
+ ",call
"-         print(-1)
+         print('No')",call
"- for i in range(n):
+ for i in range(1,n+1):",call
- print(l),call
- print(x),call
+     numbers.sort(),call
"-   #print(tree.is_connected(u, 0),u)
-       tree.unite(u-1, 0)
+       tree.unite(u, 0)",expression
"-   list = set(tmp2) and list 
+   list = set(tmp2) & list ",assignment
"-       print(i,j)",call
-     print(-1),call
"- 	for j in range(1,N-1,1):
+ 	for j in range(1,N,1):",expression
"-     c += EAST[N-1] - EAST[i+1]
+     c += EAST[N-1] - EAST[i]",expression
-   print(A),call
- print(B),call
+ a = int(a),assignment
+         exit(),call
"- if a >= c :
+ if a-b>c:",control_flow
"- S,W=map(int,input().split())
+ S, W = map(int, input().split())
- print(""unsafe"" if W>=S//2 else ""safe"")
+ print(""unsafe"" if W >= S else ""safe"")",expression
"- s = list(input())
+ s = list(input().split())",call
"-   d[i+1]=1+d[i] if s[i]=='I'else -1
+   d[i+1]=1+d[i] if s[i]=='I'else -1+d[i]",assignment
"- 	if i + 1 < len(s) and s[i+1] == '0':
+ 	if i + 1 < len(s):
+ 		if s[i+1] == '0':
- 		count_o += 1
+ 			count_o += 1
- 	else :
+ 		else :
- 		count_z += 1
+ 			count_z += 1
+ 	",control_flow
"-     ans+=float(a[i][0]*380000)
+     ans+=float(a[i][0])*380000",call
"- for i in range(n):
+ for i in range(1, n+1):",call
"- count = N.count(9)
+ count = N.count(""9"")",call
"- a,b,c=map(int,input())
+ a,b,c=map(int,input().split())",call
"- print(""Yes"" if math.ceil(c/b) <= math.ceil(d/a) else ""No"")
+ print(""Yes"" if math.ceil(c/b) <= math.ceil(a/d) else ""No"")",expression
"-     li_2.append(abs(a - t +li[i]))
+     li_2.append(abs(a - t +li[i] *0.006))",expression
"- A, B = map(int, input().split())
+ A, B = map(int, input().split(' '))
-         sum_num = A
+         sum_num += A
-         sum_num = B
+         sum_num += B",assignment
"+ 
+ X = abs(X)
+         ",assignment
"- diff = abs(30 * H - 6 * M)
+ diff = abs(30 * H + 0.5 * M - 6 * M)",assignment
-     print(L),call
"- for i in range(2,rt):
+ for i in range(2,rt+1):
-         break",control_flow
- print(dif),call
"+     if i != minj:
-     w = a[i]
+       w = a[i]
-     a[i] = a[minj]
+       a[i] = a[minj]
-     a[minj] = w
+       a[minj] = w
-     count += 1
+       count += 1",control_flow
"- a,t=input().split()
+ a,t,i=input().split()
+ print(c)",call
"- 
+  
- 
+  
- 
+  
- for x in range(1,int(np.sqrt(N-2))+1):
+ for x in range(1,int(np.sqrt(N))+1):",expression
"-   print(int(min(dif1,dif2)))
+   print(int(2*min(dif1,dif2)))",expression
+ print(ans),call
+ B.sort(),call
- print(cnt),call
- print(P),call
"- l=list(map(input().split()))
+ l=list(map(int ,input().split()))",call
"- if abs(a-b) <= d or abs(b-c) <= d and abs(a-c) <= d:
+ if abs(a-b) <= d and abs(b-c) <= d or abs(a-c) <= d:",control_flow
"- if N[0]/2>N[1]:
+ if N[0]>N[1]:",expression
"-   if (n - 4 * i ) % 7 or n - 4 * a >= 0:
+   if (n - 4 * i ) % 7 or n - 4 * i < 0:",control_flow
"- y =n*200//15
+ y =200*(n//15)",expression
"-     ans_list.append(tmp)
+     ans_list.append(tmp)   
- print(ans_list)    ",call
"- print(X // T)
+ print(T / X)",expression
"- S = list(input())
+ S = list(input().split())",call
"+ import math
+ 
- ans = upper((a + b)/2)
+ ans = math.ceil((a + b)/2)",assignment
"+     else:
+         x = 0
+ ",assignment
"- if abs(a-c) or (abs(a-b) <= d and abs(b-c) <= d):
+ if abs(a-c) <= d or (abs(a-b) <= d and abs(b-c) <= d):",control_flow
"- print(xyh)
+ #print(xyh)",call
"+ #    print(i)
- #        print(i, j, A, B, i+1,N-j)
+ #        print(A, B, i+1, N-j, i, j)
-         for i in range(K-(i+1+N-j)):
+         for _ in range(K-(i+1+N-j)):
- #        print(C)",identifier
-     print(maxH),call
"- t_a = ''.join(sorted(t))
+ t_a = ''.join(sorted(t, reverse=True))
- ",call
"- l = [k-a[n-1]]
+ l = [k+a[0]-a[n-1]]
+ 
+ ",assignment
+       c = 0,assignment
"-         print(""Case ""+str(i)+"": ""+str(k))
+         print(""Case ""+str(i+1)+"": ""+str(k))",expression
-     print(i),call
"- 
+ cnt = 0",assignment
"- print(AB)
+ #print(AB)",call
"- print(a,b)
+ ",call
"- kind_max = min(8-count+lst[8])
+ kind_max = min(8-count+lst[8], 100)",call
"- print(x+sum(d//int(input()) for _ in range(n)))
+ print(x+n+sum((d-1)//int(input()) for _ in range(n)))",call
"-   print(A,C)",call
"-   for v in range(pre_last,m+1):
+   for v in range(pre_last,m):",expression
"+     exit()
-     print('YES')    
+     print('YES')
+     exit()    
- print('NO')      
+ print('NO')       ",call
"- N, M, C = map(int, input().split)
+ N, M, C = map(int, input().split())
- print(k)    
+ print(k) ",call
"- A = [0] * (10**4)
+ A = [0] * (10**4+1)",assignment
"- task.sort()
+ costs.sort()",identifier
"+ 
+ resolve()",call
"- if 4*a*b < (c-a-b)**2:
+ if 4*a*b < (c-a-b)**2 and c > a+b:",control_flow
"-     ans *= comb(cnt+N-1, N-1) % mod
+     ans = ans * comb(cnt+N-1, N-1) % mod
-   ans *= comb(1+N-1, N-1) % mod
+   ans = ans * comb(1+N-1, N-1) % mod",assignment
"-     A=list(map(int(),input().split()))
+     A=list(map(int,input().split()))",call
"-             kco += 1 - a[i]
+             kco += a[i] + 1",expression
"- while n < num-1 :
+ while n < num :",expression
- print(sum),call
"- print(x // 500 * 1000 + x // 5 * 5)
+ print(x // 500 * 1000 + (x%500) // 5 * 5)",call
-     print(sum1),call
+ print(l),call
"+     else:
+         break",control_flow
"-     ans[an[i]-1] = 'i+1'
+     ans[an[i]-1] = str(i+1)",call
"+     n -= 1
-     ans = chr(n%26 + ord('a') - 1) + ans
+     ans = chr(n%26 + ord('a')) + ans",expression
"- print(0) if b%a == 0 else print(1)
+ print(0) if a%b == 0 else print(1)",expression
"- List = []
+ List = [0]*N
-   List[int(a)-1] = str(i+1)
+   List[int(a-1)] = str(i+1)",call
"- tmp = [A, A^B, A-1, A^B-1]
+ tmp = [A, A^B, A-1, (A^B)-1]
- print(r)
+ # print(r)",call
"-     print(ans)
+     print(ans%K)",expression
"-     print(k,m)
+ #    print(k,m)",call
"- for i in range(b*10,(b+1)*10+1):
+ for i in range(b*10,(b+1)*10):",expression
"- gr2=[4,6,9.11]
+ gr2=[4,6,9,11]",assignment
+ print(ans),call
-     print(dp),call
+ print(count),call
"- if len(S) == 1:
+ if len(S) % 2 == 1:",control_flow
-     print(money),call
+     break,control_flow
"- from numpy import*;H,_=input().split();i,j=where(array([input().split()for _ in range(int(H))])==""snuke"");print(chr(*j+65)+str(i*+1))
+ from numpy import*;H,_=input().split();i,j=where(array([input().split()for _ in range(int(H))])==""snuke"");print(chr(*j+65)+str(*i+1))",call
"- for x in range(0,f+1):
+ for x in range(f+1):
-     for y in range(N):
+     for y in range(N+1):",call
- print(grid),call
"-             judge = false
+             judge = ""No""",assignment
"-     good[AB[j][0]-1] = 1
+     good[AB[j][0]-1] *= 1
-     good[AB[j][1]-1] = 0
+     good[AB[j][1]-1] *= 0
-     good[AB[j][0]-1] = 0
+     good[AB[j][0]-1] *= 0
-     good[AB[j][1]-1] = 1
+     good[AB[j][1]-1] *= 1
-     good[AB[j][0]-1] = 0
+     good[AB[j][0]-1] *= 0
-     good[AB[j][1]-1] = 0
+     good[AB[j][1]-1] *= 0",assignment
"- l=(j**2+f**2-2*j*f*math.cos(math.radians(d)))
+ l=(j**2+f**2-2*j*f*math.cos(math.radians(d)))**0.5",assignment
"- for i in range(n-1):
+ for i in range(n):",expression
+ print(count),call
"- print(b-sm)
+ print(sm-b)",expression
"-         print(par)
-         print(par[y]-par[x-1])
+         print(par[y-1]-par[x-1])",call
"- a = ((int(i) for i in input().split("" "")) for j in range(q))
+ a = [[int(i) for i in input().split("" "")] for j in range(q)]",assignment
"+                     break
+                     break",control_flow
"- cnt = [0]*(N-1)
+ cnt = [0]*(N)
- for i in range(N):
+ for i in range(N-1):",expression
"- b=a
+ b=[0]*n",assignment
"-  
+ 
+ # シミュレーションで解く場合：
-   num += a
+   num += A",identifier
"- print('Yay!'if max(map(int,input().split()))<'9' else':(')
+ print('Yay!'if max(map(int,input().split()))<9 else':(')",call
"- print(ba)
+ ",call
"- d.sort()
+ d=sorted(list(d))",call
"-   if s[i] == 1:
+   if s[i] == ""1"":
- 
+     
-     print(cnt)
+ print(cnt)",control_flow
"- print(s.split(','))
+ print(*s.split(','))",call
"- minute = int(nums[1]) - int(nums[3])
+ minute = int(nums[3]) - int(nums[1])",expression
"+ 
- dp = np.zeros(W, dtype=int)
+ dp = np.zeros(W + 1, dtype=int)
+ ",assignment
+                 break,control_flow
"- def main(k):
+ def main(i):
-   return print(k^2)
+   return print(i**2)",identifier
- print(t),call
"- z = A.index(""c"")
+ z = A.index(c)",call
"-     print(n, m)",call
"- # 095 c
- ans =  c *2 *i
+ ans = float('INF')",call
"- if a==1:
+ if a=='1':",control_flow
"- print(L[N-1])
+ print(L[N])",expression
"+ for i in range(n):
- 
- for i in profits:
+     #print(p)",call
"+ 
-     if i == 0 or i == 1:
+     if i == 0:",control_flow
"- print(s.count(1))
+ print(s.count(""1""))",call
"- print(ans)
+ print(tmp/ans)",expression
"- 		a /= c
+ 		a //= c
- 	print(a)
+ print(a)",expression
"- A,B,C=list(map(int,input()))
+ A,B,C=list(map(int,input().split()))",call
"- print(S + T)
+ print(T + S)",expression
+ print(ans),call
"-     print(R-L)
+     print(R-L+1)",expression
"-                 understanding[m-1]+=A[k][m-1]
+                 understanding[m-1]+=A[k][m]",expression
"-         print(tugi)
+         print(tugi + 1)",expression
"- c = np.array(readline().split(), dtype=np.int32)
+ c = - np.array(readline().split(), dtype=np.int32)",expression
"- print(""%d"" % (A+B%24))
+ print(""%d"" % ((A+B)%24))",call
"- for i in range(len(s)//2-1):
+ for i in range(len(s)//2):",expression
+ A.reverse(),call
"- print(abs(a*cmath.exp(j*(h+m/60)*cmath.pi/6)-b*cmath.exp(j*m*2*cmath.pi/60)))
+ print(abs(a*cmath.exp(1j*(h+m/60)*cmath.pi/6)-b*cmath.exp(1j*m*2*cmath.pi/60)))",call
-     print(not ans),call
"- print(ans, m)",call
+       flg = False,assignment
+ a=int(a),assignment
"- print(a_n)
+ 
+ 
+ 
+                 
+             
+ 
+             ",call
"- s = len(input())
+ s = len(input().strip())",call
"- #print(N, A, B, C, D)
- #print(S)
- #print(judge)
- #print(slist[A::])
- #print(judge)
-     s_change= """".join(slist[B:D])
+     s_change= """".join(slist[B-2:D+1])
-     #print(s_change)
-     #print(judge)",assignment
"- if x+r>W | y+r>H | x-r<0 | y-r<0:
+ if x+r>W or y+r>H or x-r<0 or y-r<0:",control_flow
"- print(sum(y[:-n]) if n < m else 0)
+ print(sum(y[:m - n]) if n < m else 0)",call
"-     a, *b, c = sys.stdin.readline()
+     a, *b, c = sys.stdin.readline().rstrip()
- ",call
"-     if len(S) <= K:
+     if K >= len(S)-1:",control_flow
"-             a[i] /= 2
+             a[i] /=  2
+         cnt = 0
- print(min(b)-1)
+ print(min(b))",expression
"- print(s)
+ ",call
"- 	gomikamo=B.index(min(B))+1
+ 	gomikamo=B.index(min(B))",expression
"- ans = r * 3.141
+ ans = r * 3.141 * 2
- 
+  ",assignment
"- print(a)
+ print(*a)",call
"-   dp[i]=10**5
+   dp[i]=float('inf')",call
"-         while a > 1 & a % d == 0:
+         while a > 1 and a % d == 0:
- 
+ ",control_flow
+     counter = 0,assignment
"- print('NYoe s'[len(set(input().split()))==2::2])
+ print('NYoe s'[len(set(input()))==2::2])",call
"- print(len(set(int_list())))
+ print(len(set(int_list)))
+ ",call
"- 
+  
-   l[i-1] += 1
+   ans[i-1] += 1",identifier
"+ import math
+ 
- C2 = A**2+B**2-2*A*B*math.cos(math.radians(360-(30*H+M*0.5)-6*M))
+ C2 = A**2+B**2-2*A*B*math.cos(math.radians(abs((30*H+M*0.5)-6*M)))",call
"-     print(S[0])
+     ans = S[0]",call
"+ import math
+ 
- if round(length/2)>K:
+ if math.ceil(length/2)>K:",control_flow
+ a.sort(),call
"- coord.append([[1,1,1], 6, 0])
+ coord.append([[1, 1, 1], 6, 0])
-             result[new_ans] += 1
+             result[new_ans-1] += 1",expression
"-         ans *= i[0] * (i[1] // n)
+         ans *= i[0] ** (i[1] // n)",expression
"- print(max(diff))
+ print(K-max(diff))",expression
+     tmp = tmp//1,assignment
"- #AtCoder
-     print(N % 1000)
+     print(1000 - N % 1000)",expression
"-     su += c
+     su += i
-   
-   ",identifier
"-   if n!= 1:
+   if n!= '1':",control_flow
-     print(i),call
"- elif B < A < C:
+ elif B < C < A:",control_flow
"- a,b = map(int,input().split)
+ a,b = map(int,input().split())
- 
+      ",call
-     print(m),call
"-         for j in range(i * i, MAX):
+         for j in range(i * i, MAX, i):",call
"-         return count   
+         return count+1   ",expression
"-         op += i
+         op += k",identifier
"- a, b = [int(n) for n in src.readline().split()]
+ a, b = [int(n) for n in input().split()]",assignment
"- print(sum(a[0:K-1]))
+ print(sum(a[0:K]))",expression
"-   S=S+O[len(O)]
+   S=S+O[len(O)-1]",assignment
"- x,y=map(int,input().split());a=[4,6,9,11];b=[1,3,5,7,8,10,12];print(['No','Yes'][x in a and y in a+x in b and y in b])
+ x,y=map(int,input().split());a=[4,6,9,11];b=[1,3,5,7,8,10,12];print(['No','Yes'][(x in a and y in a)+(x in b and y in b)])",call
"+ import sys
- it = iter(map(int, open(0).read().split()))
+ it = iter(map(int, sys.stdin.read().split()))",call
"- if A > B:
+ if A - B > 0:
- elif B < A:
+ elif B - A > 0:",control_flow
"+ import math
+ 
+ ans=0",assignment
"- n, k = map(int, input())
+ n, k = map(int, input().split())",call
"+ b = 0
- print(a + b-1)
+ print(a+b)",expression
"- A, B = map(int, input())
+ A, B = map(int, input().split())",call
"- a, b, c = [int(i) for i in input()]
+ a, b, c = [int(i) for i in input().split()]",call
"- print(min(a, b))
+ print(2 * min(a, b))",expression
"-         i = min(d[s][0])
+         i = min(d[s[0]])",call
+ n=len(S),assignment
"-   print(x[n//2] + sum(x[0:t]) + sum(x[1:t+1]))
+   print(x[n//2-1] + sum(x[0:t]) + sum(x[1:t+1]))
+   #print(x[n//2] ,x[0:t], x[1:t+1] )",expression
"- 	
+ 
- 	for i in range(1,N):
+ 	for i in range(N):",call
"- S = input().rstrip()
+ S = input().rstrip() + ""Z""",assignment
"-         print(v, dvs)",call
-         print(i),call
"-     for j in range(100):
+     for j in range(2,100):",call
"- print(sum(l[:8]),sum(l[:8])+l[8])#https://yukicoder.me/run/08454c2883ca1
+ print(max(sum(l[:8]),1),sum(l[:8])+l[8])#https://yukicoder.me/run/08454c2883ca1",call
- print(List),call
"-         print(k,v)",call
-         print(i),call
"- print(a)
+ ",call
"-     ans += string[i]
+     ans += strings[i]",identifier
"-     b = amida(x-1)*amida(W-x)*amida2(H-1, W, x, y)
+     b = amida(x-1)*amida(W-x)*amida2(H-1, W, x)",call
"-         n /= k
+         n = n // k
+ ",assignment
"+             continue
+             continue",control_flow
"- a.sort()
+ a.sort(reverse=True)
-   s+=a
+   s+=i
+ ",identifier
"+             return
+     return",control_flow
"-     c.append(cash)
+     p.append(cash)",identifier
"-         cnt += len(arr) - 1
+         cnt_h += len(arr) - 1
-             cnt_h += 2*K
+         cnt_h += 2*K
+ ",identifier
"-     for j in range(10):
+     for j in range(i+1,10):",call
"+             break
+     #print(b, s)",control_flow
"-         if i<N and p[i+1]==i+2:
+         if i<N-1 and p[i+1]==i+2:",control_flow
"-     H += h + 1 
+     H += h ",expression
- print(s),call
"-     ans+=''
+     ans=''",assignment
"- for i in range(S):
+ for i in range(len(S)//2):",call
"- 
- print(math.ceil(a / h))
+ print(math.ceil(h / a))",expression
-     print(ans),call
"- a = int(input());b = int(input())
+ a = int(input()); b=int(input())
- ans = [1, 2, 3].delete(a).delete(b)
+ ans = [1, 2, 3]
+ ans.remove(a)
+ ans.remove(b)",identifier
- print(m),call
"- print(sum)
+ ",call
+                 break,control_flow
"-   ave.append(abs(a - t - hi * 0.006))
+   ave.append(abs(a - (t - hi * 0.006)))",call
"- from math import *
+ from math import gcd
- print(a*b//math.gcd(a, b))
+ print(a*b//gcd(a, b))",identifier
- li[0] = 0,assignment
"- 
+             break",control_flow
"- print(n)
+ ",call
-     print(s),call
"-     print(i)
+     print(i+1)",expression
"- while A > 0 and C >0:
+ while A > 0 and C > 0:
-   A -= C
+   A -= D
+   ",identifier
"- print(plist)
+ # print(plist)",call
"- sums = []
+ sums = [0]
+ # print(sums)
-   s = sums[i+K-1] - sums[i-1]
+   s = sums[i+K] - sums[i]
+   # print(i)
+   # print(i+K)",expression
"- if H == 1:
+ if H == 1 or W == 1:",control_flow
"- n,k = map(int,input().split)
+ n,k = map(int,input().split())
- 
+  
-     ",call
"-         text - text[index:] + text[:index]
+         text = text[index:] + text[:index]
- print(text)
+     print(text)",expression
"- num_lists = list(map(int, input().split))
+ num_lists = list(map(int, input().split()))",call
+         break,control_flow
- print(b),call
-     print(n),call
"- print(lst2[ind])
+ print(lst2[ind-1])",expression
"- N,M = map(input().split())
+ N,M = map(int,input().split())",call
"-             print(t)
+ ",call
"- 
+ x.sort()",call
- print(prices),call
"- t,a = map(int,input().split())
+ t, a = map(int, input().split())
- hl = list (map(int,input().split()))
+ hl = list(map(int, input().split()))
-   ti = t = hl[i]*0.006
+     ti = t - hl[i] * 0.006
-   if abs(a - ti) <= dt:
+     if abs(a - ti) <= dt:
-     dt = abs(a -ti)
+         dt = abs(a - ti)
-     num = i
+         num = i
+ 
-     
-     
- ",assignment
- 	print(x),call
"- a2 = m + (n - 1)
+ a2 = m + (n)",expression
"- if ROADS in count:
+ if max(count) <= 2:",control_flow
"- print(data)
+ ",call
"-     exit
+     exit()",call
"- print('s' if a>=3200 else 'red')
+ print(s if a>=3200 else 'red')",call
"-     print(dp[5]%1000000007, ""d"")
+     print(dp[5]%1000000007)",call
-     print(ans),call
"- print (a+b) if a+b >= 24 else print (a+b-24)
+ print (a+b) if a+b < 24 else print (a+b-24)",expression
"- N, A, B, C, D = [int(_) for _ in stdin.readline().rstrip().split()]
+ N, A, B, C, D = [int(_)-1 for _ in stdin.readline().rstrip().split()]",assignment
"- #024 L があるとダメ
- for i in range(0,N+1,2):
+ for i in range(0,N,2):",expression
+ aaa = input(),assignment
"- E = input()
+ E = input() + "" """,assignment
"-     c+=min(abs(k-a[i]),a[i])
+     c+=2*min(abs(k-a[i]),a[i])",expression
- print(plusTotal),call
"- for i in range(1,x+1):
+ for i in range(x+1):",call
+ print(c),call
"- print(a,b)
- ",call
"-   print(a*k)
+   print(k)",expression
- print(s),call
"- 		ans = 1+K
+ 		ans = 1 + K
- 		print(K)",call
+ ans = 0,assignment
+             break,control_flow
"- if 2 * (a + b) >= c:
+ if (a + b) >= c:",expression
"- for i in range(len(l)-1):
+ for i in range(len(l)):
- 
+  ",expression
"+ 
+ print(sumA-sumB)",call
- print(ans_dict),call
"- print(min((-((-b)//a)),c))
+ print(min((b//a),c))",call
"- print(t_diff_list.index(min(t_diff_list)))
+ print(t_diff_list.index(min(t_diff_list)) + 1)",expression
"- S = [(sorted(input())) for _ in range(N)]
+ S = [tuple(sorted(input())) for _ in range(N)]",call
"-     hi = M // 2
+     hi = M // 2 + 1
-     lo = M // 4 + 1
+     lo = M // 4",expression
- print(val),call
- print(sc),call
"- for i in B:
+ for i in range(N):",call
"-         ans -= 1
+         ans += 1",expression
-         print(ans),call
"- print(-(-a//(2*b)))
+ print(-(-a//(1+2*b)))",expression
"- n, k = map(int,input())
+ n, k = map(int,input().split())",call
"-   list[a-1]+=max(list[a-1],h[b-1])
+   list[a-1]=max(list[a-1],h[b-1])
-   list[b-1]+=max(list[b-1],h[a-1])
+   list[b-1]=max(list[b-1],h[a-1])",assignment
"- print(len(set(map(input().split()))))
+ print(len(set(map(int,input().split()))))",call
+     c = a[i],assignment
"+   N = N - 1
- 	ans = alpha[N%26] + ans
+   ans = alpha[N%26] + ans
- 	N = N//26
+   N = N//26",assignment
- print (a),call
"- 
- # 区間の終端でソート
- # 前回除いた橋
- print(ab)",call
"-     if s[i] != 1:
+     if s[i] != ""1"":",control_flow
- print(sort_a),call
